Industries,State,YEARS,SCORE,INSPECTION DATE
Gross Domestic Product,West Coast,2007,1162,4/17/2018
Gross Domestic Product,West Coast,2008,1356,8/17/2016
Gross Domestic Product,West Coast,2009,1498,12/19/2016
Gross Domestic Product,West Coast,2010,1452,11/2/2018
Gross Domestic Product,West Coast,2011,1548,5/31/2018
Gross Domestic Product,West Coast,2012,1660,11/13/2019
Gross Domestic Product,West Coast,2013,1583,9/17/2019
Gross Domestic Product,West Coast,2014,1690,11/6/2019
Gross Domestic Product,West Coast,2015,1606,9/28/2018
Gross Domestic Product,West Coast,2016,1484,3/15/2019
Gross Domestic Product,West Coast,2017,1630,3/15/2017
Gross Domestic Product,West Coast,2018,1600,10/24/2018
Agriculture,Canterbury,2000,731,10/17/2019
Agriculture,Canterbury,2001,984,9/4/2018
Agriculture,Canterbury,2002,1079,12/18/2019
Agriculture,Canterbury,2003,889,4/10/2017
Agriculture,Canterbury,2004,903,7/22/2019
Agriculture,Canterbury,2005,933,8/23/2016
Agriculture,Canterbury,2006,797,1/31/2017
Agriculture,Canterbury,2007,934,6/28/2017
Agriculture,Canterbury,2008,1439,7/30/2019
Agriculture,Canterbury,2009,1190,6/18/2018
Agriculture,Canterbury,2010,1585,11/26/2019
Agriculture,Canterbury,2011,1865,5/15/2018
Agriculture,Canterbury,2012,1939,7/23/2018
Agriculture,Canterbury,2013,1698,12/3/2019
Agriculture,Canterbury,2014,2510,12/13/2019
Agriculture,Canterbury,2015,1495,9/9/2019
Agriculture,Canterbury,2016,1366,11/24/2018
Agriculture,Canterbury,2017,2006,4/24/2017
"Forestry, Fishing, and Mining",Canterbury,2000,189,4/18/2018
"Forestry, Fishing, and Mining",Canterbury,2001,214,5/14/2019
"Forestry, Fishing, and Mining",Canterbury,2002,238,4/20/2018
"Forestry, Fishing, and Mining",Canterbury,2003,251,8/13/2018
"Forestry, Fishing, and Mining",Canterbury,2004,247,8/27/2019
"Forestry, Fishing, and Mining",Canterbury,2005,259,11/17/2016
"Forestry, Fishing, and Mining",Canterbury,2006,307,11/7/2019
"Forestry, Fishing, and Mining",Canterbury,2007,354,12/3/2019
"Forestry, Fishing, and Mining",Canterbury,2008,335,2/10/2017
"Forestry, Fishing, and Mining",Canterbury,2009,377,10/20/2017
"Forestry, Fishing, and Mining",Canterbury,2010,367,7/3/2019
"Forestry, Fishing, and Mining",Canterbury,2011,388,7/19/2019
"Forestry, Fishing, and Mining",Canterbury,2012,448,12/16/2016
"Forestry, Fishing, and Mining",Canterbury,2013,397,1/7/2019
"Forestry, Fishing, and Mining",Canterbury,2014,400,7/9/2018
"Forestry, Fishing, and Mining",Canterbury,2015,471,12/27/2016
"Forestry, Fishing, and Mining",Canterbury,2016,474,3/26/2018
"Forestry, Fishing, and Mining",Canterbury,2017,516,7/22/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Canterbury,2000,555,7/27/2017
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Canterbury,2001,516,10/2/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Canterbury,2002,510,1/15/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Canterbury,2003,572,5/9/2018
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Canterbury,2004,637,1/1/1900
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Canterbury,2005,699,6/24/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Canterbury,2006,793,7/3/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Canterbury,2007,954,3/16/2018
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Canterbury,2008,943,1/29/2018
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Canterbury,2009,1091,1/25/2017
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Canterbury,2010,1084,6/22/2017
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Canterbury,2011,1137,12/26/2018
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Canterbury,2012,1152,5/13/2016
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Canterbury,2013,1235,8/1/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Canterbury,2014,1376,6/6/2018
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Canterbury,2015,1484,1/1/1900
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Canterbury,2016,1521,4/12/2018
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Canterbury,2017,1547,5/23/2018
Primary Manufacturing,Canterbury,2000,1187,12/20/2017
Primary Manufacturing,Canterbury,2001,1218,4/21/2017
Primary Manufacturing,Canterbury,2002,1228,5/31/2019
Primary Manufacturing,Canterbury,2003,1403,7/2/2019
Primary Manufacturing,Canterbury,2004,1441,10/22/2019
Primary Manufacturing,Canterbury,2005,1608,11/21/2017
Primary Manufacturing,Canterbury,2006,1725,6/20/2018
Primary Manufacturing,Canterbury,2007,1702,11/6/2019
Primary Manufacturing,Canterbury,2008,1679,3/21/2019
Primary Manufacturing,Canterbury,2009,1921,10/16/2019
Primary Manufacturing,Canterbury,2010,1697,5/1/2019
Primary Manufacturing,Canterbury,2011,1791,10/23/2018
Primary Manufacturing,Canterbury,2012,1889,10/5/2018
Primary Manufacturing,Canterbury,2013,1880,6/4/2018
Primary Manufacturing,Canterbury,2014,1947,4/5/2017
Primary Manufacturing,Canterbury,2015,2279,1/14/2019
Primary Manufacturing,Canterbury,2016,2611,5/18/2016
Primary Manufacturing,Canterbury,2017,2199,11/20/2018
Other Manufacturing,Canterbury,2000,1004,5/11/2018
Other Manufacturing,Canterbury,2001,1003,8/10/2017
Other Manufacturing,Canterbury,2002,1121,11/18/2016
Other Manufacturing,Canterbury,2003,1168,4/15/2016
Other Manufacturing,Canterbury,2004,1216,12/20/2018
Other Manufacturing,Canterbury,2005,1255,1/16/2018
Other Manufacturing,Canterbury,2006,1259,12/9/2016
Other Manufacturing,Canterbury,2007,1239,9/18/2019
Other Manufacturing,Canterbury,2008,1281,1/23/2018
Other Manufacturing,Canterbury,2009,1267,6/10/2019
Other Manufacturing,Canterbury,2010,1341,8/23/2018
Other Manufacturing,Canterbury,2011,1368,12/30/2019
Other Manufacturing,Canterbury,2012,1367,12/19/2016
Other Manufacturing,Canterbury,2013,1369,3/29/2017
Other Manufacturing,Canterbury,2014,1323,9/11/2019
Other Manufacturing,Canterbury,2015,1436,9/30/2019
Other Manufacturing,Canterbury,2016,1480,3/30/2018
Other Manufacturing,Canterbury,2017,1525,11/13/2018
Manufacturing,Canterbury,2000,2190,9/19/2016
Manufacturing,Canterbury,2001,2221,1/29/2019
Manufacturing,Canterbury,2002,2349,1/30/2018
Manufacturing,Canterbury,2003,2571,5/23/2019
Manufacturing,Canterbury,2004,2658,4/5/2017
Manufacturing,Canterbury,2005,2863,1/9/2019
Manufacturing,Canterbury,2006,2984,3/15/2018
Manufacturing,Canterbury,2007,2941,4/7/2017
Manufacturing,Canterbury,2008,2961,4/10/2017
Manufacturing,Canterbury,2009,3187,8/19/2019
Manufacturing,Canterbury,2010,3037,10/9/2018
Manufacturing,Canterbury,2011,3159,3/14/2018
Manufacturing,Canterbury,2012,3256,9/21/2019
Manufacturing,Canterbury,2013,3249,5/10/2017
Manufacturing,Canterbury,2014,3269,7/17/2018
Manufacturing,Canterbury,2015,3715,7/31/2018
Manufacturing,Canterbury,2016,4091,10/19/2016
Manufacturing,Canterbury,2017,3725,6/12/2019
"Electricity, Gas, Water, and Waste services",Canterbury,2000,366,3/26/2019
"Electricity, Gas, Water, and Waste services",Canterbury,2001,302,12/3/2018
"Electricity, Gas, Water, and Waste services",Canterbury,2002,272,1/8/2019
"Electricity, Gas, Water, and Waste services",Canterbury,2003,320,7/31/2018
"Electricity, Gas, Water, and Waste services",Canterbury,2004,390,7/29/2019
"Electricity, Gas, Water, and Waste services",Canterbury,2005,440,6/8/2017
"Electricity, Gas, Water, and Waste services",Canterbury,2006,486,6/18/2018
"Electricity, Gas, Water, and Waste services",Canterbury,2007,601,3/30/2019
"Electricity, Gas, Water, and Waste services",Canterbury,2008,608,10/16/2019
"Electricity, Gas, Water, and Waste services",Canterbury,2009,714,3/13/2018
"Electricity, Gas, Water, and Waste services",Canterbury,2010,717,2/1/2019
"Electricity, Gas, Water, and Waste services",Canterbury,2011,749,6/13/2019
"Electricity, Gas, Water, and Waste services",Canterbury,2012,704,3/26/2019
"Electricity, Gas, Water, and Waste services",Canterbury,2013,838,10/16/2018
"Electricity, Gas, Water, and Waste services",Canterbury,2014,976,7/19/2019
"Electricity, Gas, Water, and Waste services",Canterbury,2015,1013,2/20/2019
"Electricity, Gas, Water, and Waste services",Canterbury,2016,1047,3/21/2017
"Electricity, Gas, Water, and Waste services",Canterbury,2017,1031,7/26/2018
Construction,Canterbury,2000,616,10/5/2017
Construction,Canterbury,2001,644,12/3/2019
Construction,Canterbury,2002,713,6/20/2017
Construction,Canterbury,2003,795,12/7/2017
Construction,Canterbury,2004,918,8/9/2017
Construction,Canterbury,2005,1148,10/8/2019
Construction,Canterbury,2006,1176,5/17/2019
Construction,Canterbury,2007,1281,4/3/2018
Construction,Canterbury,2008,1473,10/11/2017
Construction,Canterbury,2009,1417,2/8/2018
Construction,Canterbury,2010,1402,8/1/2019
Construction,Canterbury,2011,1478,4/13/2018
Construction,Canterbury,2012,1849,4/5/2018
Construction,Canterbury,2013,2320,10/12/2018
Construction,Canterbury,2014,2750,4/20/2017
Construction,Canterbury,2015,3176,1/29/2018
Construction,Canterbury,2016,3311,9/21/2018
Construction,Canterbury,2017,3140,5/15/2018
Wholesale Trade,Canterbury,2000,673,12/11/2019
Wholesale Trade,Canterbury,2001,693,5/3/2018
Wholesale Trade,Canterbury,2002,782,3/14/2018
Wholesale Trade,Canterbury,2003,817,2/14/2017
Wholesale Trade,Canterbury,2004,866,11/24/2017
Wholesale Trade,Canterbury,2005,908,9/12/2019
Wholesale Trade,Canterbury,2006,912,10/5/2016
Wholesale Trade,Canterbury,2007,964,11/8/2018
Wholesale Trade,Canterbury,2008,1038,11/25/2019
Wholesale Trade,Canterbury,2009,1156,11/20/2017
Wholesale Trade,Canterbury,2010,1197,11/6/2019
Wholesale Trade,Canterbury,2011,1175,12/7/2019
Wholesale Trade,Canterbury,2012,1216,5/30/2017
Wholesale Trade,Canterbury,2013,1173,10/23/2018
Wholesale Trade,Canterbury,2014,1357,11/8/2018
Wholesale Trade,Canterbury,2015,1490,9/12/2018
Wholesale Trade,Canterbury,2016,1578,12/12/2019
Wholesale Trade,Canterbury,2017,1596,9/6/2017
Retail Trade,Canterbury,2000,640,6/27/2016
Retail Trade,Canterbury,2001,675,5/22/2019
Retail Trade,Canterbury,2002,770,6/11/2018
Retail Trade,Canterbury,2003,868,10/19/2018
Retail Trade,Canterbury,2004,916,12/18/2018
Retail Trade,Canterbury,2005,958,5/9/2019
Retail Trade,Canterbury,2006,1004,6/5/2018
Retail Trade,Canterbury,2007,1062,4/5/2018
Retail Trade,Canterbury,2008,1108,10/2/2019
Retail Trade,Canterbury,2009,1062,12/28/2018
Retail Trade,Canterbury,2010,1056,2/7/2019
Retail Trade,Canterbury,2011,1102,6/20/2018
Retail Trade,Canterbury,2012,1191,9/21/2016
Retail Trade,Canterbury,2013,1297,11/1/2016
Retail Trade,Canterbury,2014,1441,3/8/2017
Retail Trade,Canterbury,2015,1492,1/10/2019
Retail Trade,Canterbury,2016,1524,8/23/2018
Retail Trade,Canterbury,2017,1608,5/24/2018
Accommodation,Canterbury,2000,107,2/13/2019
Accommodation,Canterbury,2001,126,6/15/2017
Accommodation,Canterbury,2002,138,6/10/2019
Accommodation,Canterbury,2003,129,3/15/2018
Accommodation,Canterbury,2004,147,4/12/2016
Accommodation,Canterbury,2005,163,2/27/2019
Accommodation,Canterbury,2006,154,11/8/2018
Accommodation,Canterbury,2007,181,6/27/2018
Accommodation,Canterbury,2008,172,1/22/2019
Accommodation,Canterbury,2009,210,8/18/2017
Accommodation,Canterbury,2010,203,4/30/2018
Accommodation,Canterbury,2011,202,4/6/2019
Accommodation,Canterbury,2012,199,2/28/2019
Accommodation,Canterbury,2013,191,7/24/2019
Accommodation,Canterbury,2014,174,10/4/2017
Accommodation,Canterbury,2015,185,5/1/2018
Accommodation,Canterbury,2016,237,3/3/2017
Accommodation,Canterbury,2017,244,5/18/2017
Food and beverage services,Canterbury,2000,212,3/7/2018
Food and beverage services,Canterbury,2001,235,5/24/2017
Food and beverage services,Canterbury,2002,253,8/21/2018
Food and beverage services,Canterbury,2003,247,11/9/2019
Food and beverage services,Canterbury,2004,278,5/17/2019
Food and beverage services,Canterbury,2005,303,4/2/2018
Food and beverage services,Canterbury,2006,309,2/21/2018
Food and beverage services,Canterbury,2007,285,6/22/2018
Food and beverage services,Canterbury,2008,318,6/22/2017
Food and beverage services,Canterbury,2009,306,4/17/2018
Food and beverage services,Canterbury,2010,341,7/6/2018
Food and beverage services,Canterbury,2011,337,9/6/2019
Food and beverage services,Canterbury,2012,341,1/8/2018
Food and beverage services,Canterbury,2013,373,3/19/2019
Food and beverage services,Canterbury,2014,391,10/3/2016
Food and beverage services,Canterbury,2015,438,4/25/2019
Food and beverage services,Canterbury,2016,465,2/27/2019
Food and beverage services,Canterbury,2017,489,12/28/2018
"Transport, Postal and Warehousing",Canterbury,2000,710,5/14/2019
"Transport, Postal and Warehousing",Canterbury,2001,724,6/4/2019
"Transport, Postal and Warehousing",Canterbury,2002,756,2/17/2017
"Transport, Postal and Warehousing",Canterbury,2003,830,12/23/2019
"Transport, Postal and Warehousing",Canterbury,2004,885,9/17/2018
"Transport, Postal and Warehousing",Canterbury,2005,992,2/14/2019
"Transport, Postal and Warehousing",Canterbury,2006,1053,10/10/2017
"Transport, Postal and Warehousing",Canterbury,2007,1011,12/12/2019
"Transport, Postal and Warehousing",Canterbury,2008,1150,5/25/2016
"Transport, Postal and Warehousing",Canterbury,2009,1052,9/30/2019
"Transport, Postal and Warehousing",Canterbury,2010,1029,12/7/2017
"Transport, Postal and Warehousing",Canterbury,2011,1178,3/12/2019
"Transport, Postal and Warehousing",Canterbury,2012,1232,8/30/2019
"Transport, Postal and Warehousing",Canterbury,2013,1329,5/29/2019
"Transport, Postal and Warehousing",Canterbury,2014,1397,10/27/2017
"Transport, Postal and Warehousing",Canterbury,2015,1611,10/20/2016
"Transport, Postal and Warehousing",Canterbury,2016,1722,1/23/2018
"Transport, Postal and Warehousing",Canterbury,2017,1709,6/26/2019
"Information Media, Telecommunications and Other Services",Canterbury,2000,937,7/10/2019
"Information Media, Telecommunications and Other Services",Canterbury,2001,966,4/26/2018
"Information Media, Telecommunications and Other Services",Canterbury,2002,1029,7/29/2017
"Information Media, Telecommunications and Other Services",Canterbury,2003,1120,3/29/2019
"Information Media, Telecommunications and Other Services",Canterbury,2004,1186,10/16/2018
"Information Media, Telecommunications and Other Services",Canterbury,2005,1189,4/9/2018
"Information Media, Telecommunications and Other Services",Canterbury,2006,1268,12/24/2019
"Information Media, Telecommunications and Other Services",Canterbury,2007,1413,4/19/2018
"Information Media, Telecommunications and Other Services",Canterbury,2008,1484,6/22/2018
"Information Media, Telecommunications and Other Services",Canterbury,2009,1400,1/10/2019
"Information Media, Telecommunications and Other Services",Canterbury,2010,1339,6/15/2017
"Information Media, Telecommunications and Other Services",Canterbury,2011,1318,9/7/2017
"Information Media, Telecommunications and Other Services",Canterbury,2012,1328,12/17/2018
"Information Media, Telecommunications and Other Services",Canterbury,2013,1354,4/18/2018
"Information Media, Telecommunications and Other Services",Canterbury,2014,1350,8/16/2019
"Information Media, Telecommunications and Other Services",Canterbury,2015,1407,1/13/2018
"Information Media, Telecommunications and Other Services",Canterbury,2016,1424,3/28/2018
"Information Media, Telecommunications and Other Services",Canterbury,2017,1513,10/22/2018
Financial and Insurance Services,Canterbury,2000,371,5/2/2018
Financial and Insurance Services,Canterbury,2001,391,9/25/2019
Financial and Insurance Services,Canterbury,2002,453,11/4/2019
Financial and Insurance Services,Canterbury,2003,531,8/22/2019
Financial and Insurance Services,Canterbury,2004,624,3/22/2019
Financial and Insurance Services,Canterbury,2005,717,5/15/2018
Financial and Insurance Services,Canterbury,2006,727,10/23/2017
Financial and Insurance Services,Canterbury,2007,738,12/18/2019
Financial and Insurance Services,Canterbury,2008,751,7/26/2019
Financial and Insurance Services,Canterbury,2009,855,10/18/2017
Financial and Insurance Services,Canterbury,2010,975,9/11/2017
Financial and Insurance Services,Canterbury,2011,866,5/25/2018
Financial and Insurance Services,Canterbury,2012,797,3/28/2019
Financial and Insurance Services,Canterbury,2013,880,2/1/2019
Financial and Insurance Services,Canterbury,2014,997,11/7/2018
Financial and Insurance Services,Canterbury,2015,1058,9/12/2018
Financial and Insurance Services,Canterbury,2016,931,8/20/2018
Financial and Insurance Services,Canterbury,2017,846,10/11/2019
"Rental, Hiring and Real Estate Services",Canterbury,2000,712,4/18/2019
"Rental, Hiring and Real Estate Services",Canterbury,2001,750,6/4/2018
"Rental, Hiring and Real Estate Services",Canterbury,2002,815,6/15/2018
"Rental, Hiring and Real Estate Services",Canterbury,2003,912,2/5/2018
"Rental, Hiring and Real Estate Services",Canterbury,2004,1030,9/28/2016
"Rental, Hiring and Real Estate Services",Canterbury,2005,1143,7/10/2017
"Rental, Hiring and Real Estate Services",Canterbury,2006,1311,11/27/2018
"Rental, Hiring and Real Estate Services",Canterbury,2007,1404,6/14/2019
"Rental, Hiring and Real Estate Services",Canterbury,2008,1356,4/23/2019
"Rental, Hiring and Real Estate Services",Canterbury,2009,1502,12/3/2019
"Rental, Hiring and Real Estate Services",Canterbury,2010,1694,12/5/2017
"Rental, Hiring and Real Estate Services",Canterbury,2011,1759,4/19/2019
"Rental, Hiring and Real Estate Services",Canterbury,2012,1900,5/5/2017
"Rental, Hiring and Real Estate Services",Canterbury,2013,1938,5/29/2016
"Rental, Hiring and Real Estate Services",Canterbury,2014,2209,4/18/2019
"Rental, Hiring and Real Estate Services",Canterbury,2015,2257,6/5/2019
"Rental, Hiring and Real Estate Services",Canterbury,2016,2303,8/15/2019
"Rental, Hiring and Real Estate Services",Canterbury,2017,2429,7/10/2018
Owner-Occupied Property Operation,Canterbury,2000,1052,3/12/2016
Owner-Occupied Property Operation,Canterbury,2001,1079,7/25/2018
Owner-Occupied Property Operation,Canterbury,2002,1106,8/16/2018
Owner-Occupied Property Operation,Canterbury,2003,1171,3/20/2019
Owner-Occupied Property Operation,Canterbury,2004,1287,10/19/2017
Owner-Occupied Property Operation,Canterbury,2005,1421,8/9/2016
Owner-Occupied Property Operation,Canterbury,2006,1521,12/19/2018
Owner-Occupied Property Operation,Canterbury,2007,1574,7/9/2018
Owner-Occupied Property Operation,Canterbury,2008,1661,7/12/2016
Owner-Occupied Property Operation,Canterbury,2009,1659,2/20/2018
Owner-Occupied Property Operation,Canterbury,2010,1526,9/5/2018
Owner-Occupied Property Operation,Canterbury,2011,1693,4/23/2018
Owner-Occupied Property Operation,Canterbury,2012,1813,6/3/2019
Owner-Occupied Property Operation,Canterbury,2013,2016,7/23/2018
Owner-Occupied Property Operation,Canterbury,2014,2240,9/5/2019
Owner-Occupied Property Operation,Canterbury,2015,2421,9/29/2018
Owner-Occupied Property Operation,Canterbury,2016,2388,3/28/2017
Owner-Occupied Property Operation,Canterbury,2017,2325,10/23/2019
"Professional, Scientific, and Technical Services",Canterbury,2000,668,9/1/2016
"Professional, Scientific, and Technical Services",Canterbury,2001,685,7/9/2019
"Professional, Scientific, and Technical Services",Canterbury,2002,758,10/17/2019
"Professional, Scientific, and Technical Services",Canterbury,2003,796,4/27/2017
"Professional, Scientific, and Technical Services",Canterbury,2004,881,5/6/2019
"Professional, Scientific, and Technical Services",Canterbury,2005,1026,6/28/2017
"Professional, Scientific, and Technical Services",Canterbury,2006,1155,7/2/2019
"Professional, Scientific, and Technical Services",Canterbury,2007,1312,7/19/2019
"Professional, Scientific, and Technical Services",Canterbury,2008,1444,2/16/2018
"Professional, Scientific, and Technical Services",Canterbury,2009,1586,7/18/2019
"Professional, Scientific, and Technical Services",Canterbury,2010,1647,6/1/2017
"Professional, Scientific, and Technical Services",Canterbury,2011,1758,12/28/2017
"Professional, Scientific, and Technical Services",Canterbury,2012,1821,5/13/2016
"Professional, Scientific, and Technical Services",Canterbury,2013,1986,9/8/2016
"Professional, Scientific, and Technical Services",Canterbury,2014,2209,5/21/2018
"Professional, Scientific, and Technical Services",Canterbury,2015,2384,6/1/2017
"Professional, Scientific, and Technical Services",Canterbury,2016,2508,3/8/2018
"Professional, Scientific, and Technical Services",Canterbury,2017,2672,5/1/2018
Administrative and Support Services,Canterbury,2000,261,12/10/2018
Administrative and Support Services,Canterbury,2001,259,5/24/2019
Administrative and Support Services,Canterbury,2002,295,3/9/2016
Administrative and Support Services,Canterbury,2003,351,8/23/2018
Administrative and Support Services,Canterbury,2004,359,4/12/2018
Administrative and Support Services,Canterbury,2005,367,3/13/2019
Administrative and Support Services,Canterbury,2006,368,9/18/2019
Administrative and Support Services,Canterbury,2007,397,3/19/2019
Administrative and Support Services,Canterbury,2008,467,4/17/2019
Administrative and Support Services,Canterbury,2009,471,1/3/2018
Administrative and Support Services,Canterbury,2010,375,6/1/2018
Administrative and Support Services,Canterbury,2011,442,11/23/2019
Administrative and Support Services,Canterbury,2012,472,4/18/2018
Administrative and Support Services,Canterbury,2013,486,4/26/2017
Administrative and Support Services,Canterbury,2014,486,8/22/2018
Administrative and Support Services,Canterbury,2015,534,11/14/2018
Administrative and Support Services,Canterbury,2016,538,4/3/2017
Administrative and Support Services,Canterbury,2017,519,6/23/2017
Public Administration and Safety,Canterbury,2000,410,9/18/2018
Public Administration and Safety,Canterbury,2001,424,5/5/2017
Public Administration and Safety,Canterbury,2002,456,1/20/2017
Public Administration and Safety,Canterbury,2003,472,9/17/2016
Public Administration and Safety,Canterbury,2004,510,5/1/2018
Public Administration and Safety,Canterbury,2005,561,1/24/2018
Public Administration and Safety,Canterbury,2006,625,3/8/2019
Public Administration and Safety,Canterbury,2007,662,9/29/2016
Public Administration and Safety,Canterbury,2008,750,6/11/2019
Public Administration and Safety,Canterbury,2009,785,11/28/2016
Public Administration and Safety,Canterbury,2010,844,2/8/2018
Public Administration and Safety,Canterbury,2011,792,2/1/2018
Public Administration and Safety,Canterbury,2012,853,3/16/2019
Public Administration and Safety,Canterbury,2013,849,1/17/2019
Public Administration and Safety,Canterbury,2014,871,5/11/2018
Public Administration and Safety,Canterbury,2015,923,5/10/2019
Public Administration and Safety,Canterbury,2016,1002,11/1/2019
Public Administration and Safety,Canterbury,2017,1037,2/27/2018
Education and Training,Canterbury,2000,628,6/11/2018
Education and Training,Canterbury,2001,665,4/19/2019
Education and Training,Canterbury,2002,688,2/13/2019
Education and Training,Canterbury,2003,711,8/16/2018
Education and Training,Canterbury,2004,765,6/7/2019
Education and Training,Canterbury,2005,817,8/9/2019
Education and Training,Canterbury,2006,870,3/27/2019
Education and Training,Canterbury,2007,930,9/10/2018
Education and Training,Canterbury,2008,979,5/9/2019
Education and Training,Canterbury,2009,1070,10/15/2019
Education and Training,Canterbury,2010,1149,10/11/2018
Education and Training,Canterbury,2011,1168,12/2/2016
Education and Training,Canterbury,2012,1166,6/19/2018
Education and Training,Canterbury,2013,1173,10/4/2018
Education and Training,Canterbury,2014,1219,12/18/2018
Education and Training,Canterbury,2015,1277,6/18/2019
Education and Training,Canterbury,2016,1311,10/27/2017
Education and Training,Canterbury,2017,1396,6/19/2018
Health Care and Social Assistance,Canterbury,2000,741,1/18/2018
Health Care and Social Assistance,Canterbury,2001,813,3/2/2017
Health Care and Social Assistance,Canterbury,2002,846,4/18/2019
Health Care and Social Assistance,Canterbury,2003,894,11/4/2019
Health Care and Social Assistance,Canterbury,2004,1001,2/13/2018
Health Care and Social Assistance,Canterbury,2005,1118,5/23/2018
Health Care and Social Assistance,Canterbury,2006,1244,12/2/2019
Health Care and Social Assistance,Canterbury,2007,1304,6/27/2018
Health Care and Social Assistance,Canterbury,2008,1387,4/27/2016
Health Care and Social Assistance,Canterbury,2009,1556,2/23/2017
Health Care and Social Assistance,Canterbury,2010,1650,6/13/2018
Health Care and Social Assistance,Canterbury,2011,1679,1/4/2019
Health Care and Social Assistance,Canterbury,2012,1722,2/4/2019
Health Care and Social Assistance,Canterbury,2013,1768,12/23/2019
Health Care and Social Assistance,Canterbury,2014,1864,12/29/2017
Health Care and Social Assistance,Canterbury,2015,1894,6/26/2018
Health Care and Social Assistance,Canterbury,2016,2036,1/2/2019
Health Care and Social Assistance,Canterbury,2017,2099,8/31/2016
Total All Industries,Canterbury,2000,12215,11/2/2016
Total All Industries,Canterbury,2001,12849,2/28/2017
Total All Industries,Canterbury,2002,13795,9/9/2019
Total All Industries,Canterbury,2003,14675,11/4/2019
Total All Industries,Canterbury,2004,15851,2/5/2018
Total All Industries,Canterbury,2005,17328,6/7/2017
Total All Industries,Canterbury,2006,18272,12/21/2017
Total All Industries,Canterbury,2007,19346,5/2/2019
Total All Industries,Canterbury,2008,20879,5/5/2017
Total All Industries,Canterbury,2009,21556,10/4/2016
Total All Industries,Canterbury,2010,22135,5/8/2018
Total All Industries,Canterbury,2011,23108,12/7/2018
Total All Industries,Canterbury,2012,24247,7/10/2017
Total All Industries,Canterbury,2013,25315,8/28/2018
Total All Industries,Canterbury,2014,28110,4/26/2016
Total All Industries,Canterbury,2015,29239,4/14/2017
Total All Industries,Canterbury,2016,30254,8/22/2018
Total All Industries,Canterbury,2017,30902,3/29/2017
"GST on Production, Import Duties and Other Taxes",Canterbury,2000,914,3/6/2018
"GST on Production, Import Duties and Other Taxes",Canterbury,2001,944,1/17/2018
"GST on Production, Import Duties and Other Taxes",Canterbury,2002,1005,8/5/2016
"GST on Production, Import Duties and Other Taxes",Canterbury,2003,1119,7/25/2019
"GST on Production, Import Duties and Other Taxes",Canterbury,2004,1213,1/11/2018
"GST on Production, Import Duties and Other Taxes",Canterbury,2005,1343,5/1/2017
"GST on Production, Import Duties and Other Taxes",Canterbury,2006,1424,9/17/2019
"GST on Production, Import Duties and Other Taxes",Canterbury,2007,1611,6/13/2018
"GST on Production, Import Duties and Other Taxes",Canterbury,2008,1709,4/17/2018
"GST on Production, Import Duties and Other Taxes",Canterbury,2009,1729,9/20/2019
"GST on Production, Import Duties and Other Taxes",Canterbury,2010,1750,8/13/2018
"GST on Production, Import Duties and Other Taxes",Canterbury,2011,1972,12/10/2018
"GST on Production, Import Duties and Other Taxes",Canterbury,2012,2221,12/5/2018
"GST on Production, Import Duties and Other Taxes",Canterbury,2013,2351,5/3/2017
"GST on Production, Import Duties and Other Taxes",Canterbury,2014,2544,6/6/2018
"GST on Production, Import Duties and Other Taxes",Canterbury,2015,2672,11/18/2019
"GST on Production, Import Duties and Other Taxes",Canterbury,2016,2807,1/3/2019
"GST on Production, Import Duties and Other Taxes",Canterbury,2017,2941,12/13/2018
Gross Domestic Product,Canterbury,2000,13129,6/7/2018
Gross Domestic Product,Canterbury,2001,13794,7/25/2016
Gross Domestic Product,Canterbury,2002,14800,9/11/2017
Gross Domestic Product,Canterbury,2003,15794,11/18/2019
Gross Domestic Product,Canterbury,2004,17064,5/14/2018
Gross Domestic Product,Canterbury,2005,18671,4/11/2017
Gross Domestic Product,Canterbury,2006,19697,10/22/2019
Gross Domestic Product,Canterbury,2007,20957,4/24/2019
Gross Domestic Product,Canterbury,2008,22588,2/27/2018
Gross Domestic Product,Canterbury,2009,23285,8/28/2019
Gross Domestic Product,Canterbury,2010,23885,4/11/2017
Gross Domestic Product,Canterbury,2011,25080,3/28/2018
